# Tetrahedron method
       23.2236773124        1.5304733055
       23.3965283057        1.1107658166
       23.5693792991        1.2934815569
       23.7422302924        0.9847226747
       23.9150812857        0.9182425285
       24.0879322791        1.2304168503
       24.2607832724        2.0213207991
       24.4336342657        1.7329691475
       24.6064852591        1.4608523835
       24.7793362524        2.3156089066
       24.9521872457        1.7932578797
       25.1250382391        1.5403034747
       25.2978892324        1.7381018421
       25.4707402257        1.8719175971
       25.6435912191        2.3384713161
       25.8164422124        2.2609346557
       25.9892932057        1.2046410939
       26.1621441990        0.5307041226
       26.3349951924        0.3408998928
       26.5078461857        1.3393757153
       26.6806971790        1.7407063026
       26.8535481724        2.3818783425
       27.0263991657        2.2924590805
       27.1992501590        2.1566199244
       27.3721011524        2.2808785584
       27.5449521457        2.1968631912
       27.7178031390        1.7596355853
       27.8906541324        1.3828776109
       28.0635051257        1.4451946882
       28.2363561190        1.6024779264
       28.4092071124        0.7288598900
       28.5820581057        0.5295151195
       28.7549090990        0.3312012294
       28.9277600923        0.2103408712
       29.1006110857        0.0886023419
       29.2734620790        0.0000000000
       29.4463130723        0.0000000000
       29.6191640657        0.0000000000
       29.7920150590        0.0000000000
       29.9648660523        0.0000000000
       30.1377170457        0.0000000000
       30.3105680390        0.0000000000
       30.4834190323        0.0000000000
       30.6562700257        0.0000000000
       30.8291210190        0.0000000000
       31.0019720123        0.0000000000
       31.1748230057        0.0000000000
       31.3476739990        0.0000000000
       31.5205249923        0.0000000000
       31.6933759857        0.0000000000
       31.8662269790        0.0000000000
       32.0390779723        0.0000000000
